Period,Project,District,CBS_Hierarchy,Description,Budget_Amount,Period_Spend,JTD_Spend,Forecast_Amount,Forecast_Change,SL_Variance
202410,106073,Kiewit Infrastructure Engineers,2,"Miscellaneous Revenue Internal",0.000000,13916.960000,13916.960000,12000.000000,-12000.000000,
202410,106073,Kiewit Infrastructure Engineers,2.1,"Miscellaneous Revenue Internal",0.000000,13916.960000,13916.960000,12000.000000,-12000.000000,
202410,106073,Kiewit Infrastructure Engineers,2.1.1,"FSK - Construction Support",,13916.960000,13916.960000,12000.000000,-12000.000000,
202410,106073,Kiewit Infrastructure Engineers,3,"Miscellaneous Revenue External",0.000000,,,0.000000,0.000000,
202410,106073,Kiewit Infrastructure Engineers,3.1,"Miscellaneous Revenue External",0.000000,,,0.000000,0.000000,
202410,106073,Kiewit Infrastructure Engineers,4,"Financial Results Exclusions",0.000000,0.000000,0.000000,0.000000,0.000000,
202410,106073,Kiewit Infrastructure Engineers,4.1,"Base Design",0.000000,,,0.000000,0.000000,
202410,106073,Kiewit Infrastructure Engineers,4.1.1,"Expenses",0.000000,,,0.000000,0.000000,
202410,106073,Kiewit Infrastructure Engineers,4.1.1.1,"WO#3 - Expenses",0.000000,,,0.000000,0.000000,
202410,106073,Kiewit Infrastructure Engineers,4.1.2,"Design Engineering Contingency/Managemen",0.000000,,,0.000000,0.000000,
202410,106073,Kiewit Infrastructure Engineers,4.1.3,"Design Engineering Directs",0.000000,,,0.000000,0.000000,
202410,106073,Kiewit Infrastructure Engineers,4.1.3.1,"Design Engineering - Mechanical",0.000000,,,0.000000,0.000000,
202410,106073,Kiewit Infrastructure Engineers,4.1.3.10,"Design Engineering - Consultants",0.000000,,,0.000000,0.000000,
202410,106073,Kiewit Infrastructure Engineers,4.1.3.11,"Design Engineering - Instrumentation and",0.000000,,,0.000000,0.000000,
202410,106073,Kiewit Infrastructure Engineers,4.1.3.2,"Design Engineering - Piping",0.000000,,,0.000000,0.000000,
202410,106073,Kiewit Infrastructure Engineers,4.1.3.3,"Design Engineering - Process",0.000000,,,0.000000,0.000000,
202410,106073,Kiewit Infrastructure Engineers,4.1.3.4,"Design Engineering - Process Safety",0.000000,,,0.000000,0.000000,
202410,106073,Kiewit Infrastructure Engineers,4.1.3.5,"Design Engineering - Environmental",0.000000,,,0.000000,0.000000,
202410,106073,Kiewit Infrastructure Engineers,4.1.3.6,"Design Engineering - Geotechnical",0.000000,,,0.000000,0.000000,
202410,106073,Kiewit Infrastructure Engineers,4.1.3.7,"Design Engineering - Buildings",0.000000,,,0.000000,0.000000,
202410,106073,Kiewit Infrastructure Engineers,4.1.3.8,"Design Engineering - KPD",0.000000,,,0.000000,0.000000,
202410,106073,Kiewit Infrastructure Engineers,4.1.3.9,"Design Engineering - KIWE",0.000000,,,0.000000,0.000000,
202410,106073,Kiewit Infrastructure Engineers,4.2,"Maintenance Manhour ST&S",0.000000,,,0.000000,0.000000,
202410,106073,Kiewit Infrastructure Engineers,4.3,"Maintain Equipment Temporary Holding",0.000000,,,0.000000,0.000000,
202410,106073,Kiewit Infrastructure Engineers,4.4,"Equipment Cost Under/Over Allocation",0.000000,,,0.000000,0.000000,
202410,106073,Kiewit Infrastructure Engineers,4.5,"Auto Excepted Cost",0.000000,,,0.000000,0.000000,
202410,106073,Kiewit Infrastructure Engineers,4.6,"DNU",,,,,0.000000,
202410,106073,Kiewit Infrastructure Engineers,4.7,"Financial Results Exclusions",0.000000,,,0.000000,0.000000,
202410,106073,Kiewit Infrastructure Engineers,4.8,"DNU",,0.000000,0.000000,0.000000,0.000000,
202410,106073,Kiewit Infrastructure Engineers,999999,"undefined wbs",,,,,,
202411,106073,Kiewit Infrastructure Engineers,,"KIE-Francis Scott Key Bridge Replacement",12754913.890000,2313542.100000,3686771.230000,16377439.960000,-3353501.350000,-1061076.440715223424
202411,106073,Kiewit Infrastructure Engineers,1,"Financial Results Analysis",12754913.890000,2274574.610000,3633886.780000,12760354.600000,251584.010000,2336305.170344151420
202411,106073,Kiewit Infrastructure Engineers,1.1,"Pre-Construction Phase",9772108.150000,1828807.000000,2843091.520000,9777548.860000,153076.740000,2411116.517673553205
202411,106073,Kiewit Infrastructure Engineers,1.1.1,"Precon Expenses",363000.000000,28890.160000,38892.670000,363000.000000,0.000000,59746.413043478261
202411,106073,Kiewit Infrastructure Engineers,1.1.1.1,"Preconstruction Phase Expenses",363000.000000,28890.160000,38892.670000,363000.000000,0.000000,59746.413043478261
202411,106073,Kiewit Infrastructure Engineers,1.1.2,"Work Order #3 - Project Management",2179107.690000,190729.960000,442582.110000,2179107.690000,0.000000,-910964.108338108883
202411,106073,Kiewit Infrastructure Engineers,1.1.2.1,"Kiewit Engineering",2179107.690000,190729.960000,442582.110000,2179107.690000,0.000000,-910964.108338108883
202411,106073,Kiewit Infrastructure Engineers,1.1.2.1.1,"Design Manager",178634.850000,46253.850000,81578.250000,178634.850000,0.000000,55113.717335243553
202411,106073,Kiewit Infrastructure Engineers,1.1.2.1.2,"Design Management",625221.980000,48184.580000,178569.970000,625221.980000,0.000000,-113560.174842406877
202411,106073,Kiewit Infrastructure Engineers,1.1.2.1.3,"Design Quality Management",267952.280000,6019.630000,21802.050000,267952.280000,0.000000,-205482.222693409742
202411,106073,Kiewit Infrastructure Engineers,1.1.2.1.4,"Document Management",215145.080000,15487.720000,25314.830000,215145.080000,0.000000,-142609.750487106017
202411,106073,Kiewit Infrastructure Engineers,1.1.2.1.5,"Commercial Management",535904.550000,45427.830000,89555.250000,535904.550000,0.000000,-279299.249140401146
202411,106073,Kiewit Infrastructure Engineers,1.1.2.1.6,"Engineering Controls & Scheduling",307350.110000,26210.480000,40352.970000,307350.110000,0.000000,-191725.554126074499
202411,106073,Kiewit Infrastructure Engineers,1.1.2.1.7,"Design Administrative Support",48898.840000,3145.870000,5408.790000,48898.840000,0.000000,-33400.874383954155
202411,106073,Kiewit Infrastructure Engineers,1.1.3,"Work Order #2 - Proof of Concept - Preli",5725783.340000,1581906.040000,2330210.240000,5731224.050000,153076.740000,3250433.590850906372
202411,106073,Kiewit Infrastructure Engineers,1.1.3.1,"Kiewit Engineering",2175466.470000,519860.630000,830760.740000,2180635.730000,153348.190000,942301.879719606494
202411,106073,Kiewit Infrastructure Engineers,1.1.3.1.1,"WO#2 - Proof of Concept Preliminary Engi",0.000000,-14773.460000,28766.350000,0.000000,0.000000,
202411,106073,Kiewit Infrastructure Engineers,1.1.3.1.2,"Roadway",409354.460000,97136.380000,159278.430000,409354.460000,0.000000,-158522.286771653543
202411,106073,Kiewit Infrastructure Engineers,1.1.3.1.2.1,"POC Design Plans - Roadway",409354.460000,85871.080000,140751.470000,409354.460000,0.000000,-187698.601732283465
202411,106073,Kiewit Infrastructure Engineers,1.1.3.1.2.2,"POC Design Plans - ITS",0.000000,11265.300000,18526.960000,0.000000,0.000000,
202411,106073,Kiewit Infrastructure Engineers,1.1.3.1.3,"Environmental",125017.160000,24616.890000,45843.020000,125017.160000,0.000000,
202411,106073,Kiewit Infrastructure Engineers,1.1.3.1.3.1,"Environmental Compliance Plan",51285.120000,,,51285.120000,0.000000,
202411,106073,Kiewit Infrastructure Engineers,1.1.3.1.3.2,"Environmental Coordination",73732.040000,24616.890000,45843.020000,73732.040000,0.000000,
202411,106073,Kiewit Infrastructure Engineers,1.1.3.1.4,"Structural",1304912.040000,320947.650000,478751.550000,1310081.300000,-5169.260000,681082.950243305967
202411,106073,Kiewit Infrastructure Engineers,1.1.3.1.4.1,"POC Design Plans - North Approach",326765.410000,121303.180000,170334.430000,326765.410000,0.000000,252603.399523809524
202411,106073,Kiewit Infrastructure Engineers,1.1.3.1.4.10,"Main Span Layout Evaluation - KIE Struct",,5169.260000,5169.260000,5169.260000,-5169.260000,
202411,106073,Kiewit Infrastructure Engineers,1.1.3.1.4.2,"POC Design Plans - South Approach",326765.410000,92769.750000,123493.740000,326765.410000,0.000000,93281.324693877551
202411,106073,Kiewit Infrastructure Engineers,1.1.3.1.4.3,"POC Design Plans - Main Span",327109.850000,52683.700000,83783.020000,327109.850000,0.000000,-35182.951045296167
202411,106073,Kiewit Infrastructure Engineers,1.1.3.1.4.4,"POC Design Plans - Pier Protection",15598.110000,0.000000,,15598.110000,0.000000,
202411,106073,Kiewit Infrastructure Engineers,1.1.3.1.4.5,"Vessel Collisision Risk Analysis",14127.170000,0.000000,,14127.170000,0.000000,
202411,106073,Kiewit Infrastructure Engineers,1.1.3.1.4.6,"Wind Assessment",5883.730000,,,5883.730000,0.000000,
202411,106073,Kiewit Infrastructure Engineers,1.1.3.1.4.7,"Shared Use Path Study",71511.050000,0.000000,,71511.050000,0.000000,
202411,106073,Kiewit Infrastructure Engineers,1.1.3.1.4.8,"Draft Service Life & Corrosion Plan",80699.820000,8458.090000,11273.040000,80699.820000,0.000000,-13598.391428571429
202411,106073,Kiewit Infrastructure Engineers,1.1.3.1.4.9,"24-227 - WO2 - Demolition Plan",136451.490000,40563.670000,84698.060000,136451.490000,0.000000,
202411,106073,Kiewit Infrastructure Engineers,1.1.3.1.5,"Geotechnical",135241.010000,32913.830000,52162.720000,135241.010000,0.000000,
202411,106073,Kiewit Infrastructure Engineers,1.1.3.1.5.1,"Foundation Type Study",13235.850000,20642.600000,27986.410000,13235.850000,0.000000,
202411,106073,Kiewit Infrastructure Engineers,1.1.3.1.5.2,"Geotechnical Reports",60341.830000,7186.400000,11602.750000,60341.830000,0.000000,
202411,106073,Kiewit Infrastructure Engineers,1.1.3.1.5.3,"Field Investigation Plans",41767.910000,3192.240000,8776.540000,41767.910000,0.000000,
202411,106073,Kiewit Infrastructure Engineers,1.1.3.1.5.4,"Pile Load Testing Report",19895.420000,1892.590000,3797.020000,19895.420000,0.000000,
202411,106073,Kiewit Infrastructure Engineers,1.1.3.1.5.5,"Main Span Layout Evaluation - KIE Geotec",,,,,0.000000,
202411,106073,Kiewit Infrastructure Engineers,1.1.3.1.6,"Stormwater Management, Drainage, and Ero",50012.530000,11009.170000,15032.850000,50012.530000,0.000000,99629.114850137867
202411,106073,Kiewit Infrastructure Engineers,1.1.3.1.6.1,"Concept Stormwater Management Plan",24369.420000,4597.240000,5602.870000,24369.420000,0.000000,27993.851028037383
202411,106073,Kiewit Infrastructure Engineers,1.1.3.1.6.2,"POC Design Plans - Temporary Drainage",7342.300000,0.000000,,7342.300000,0.000000,
202411,106073,Kiewit Infrastructure Engineers,1.1.3.1.6.3,"POC Design Plans - Permanent Drainage",18300.810000,6411.930000,9429.980000,18300.810000,0.000000,64418.312807017544
202411,106073,Kiewit Infrastructure Engineers,1.1.3.1.7,"TSCD",150929.270000,48010.170000,50925.820000,150929.270000,158517.450000,
202411,106073,Kiewit Infrastructure Engineers,1.1.3.1.7.1,"24-227 - WO2.1 - Trestle Design",150929.270000,48010.170000,50925.820000,150929.270000,158517.450000,
202411,106073,Kiewit Infrastructure Engineers,1.1.3.2,"SYSTRA/IBT",1457847.230000,261599.380000,451027.820000,1457847.230000,0.000000,436129.455787232613
202411,106073,Kiewit Infrastructure Engineers,1.1.3.2.1,"Work Order #2 - Proof of Concept - Preli",1457847.230000,261599.380000,451027.820000,1457847.230000,0.000000,436129.455787232613
202411,106073,Kiewit Infrastructure Engineers,1.1.3.2.1.1,"Structural",1457847.230000,261599.380000,451027.820000,1457847.230000,0.000000,436129.455787232613
202411,106073,Kiewit Infrastructure Engineers,1.1.3.2.1.1.1,"POC Design Plans - North Approach",39048.830000,,,39048.830000,0.000000,
202411,106073,Kiewit Infrastructure Engineers,1.1.3.2.1.1.2,"POC Design Plans - South Approach",39048.830000,,,39048.830000,0.000000,
202411,106073,Kiewit Infrastructure Engineers,1.1.3.2.1.1.3,"POC Design Plans - Main Span",1068476.830000,191479.420000,362957.270000,1068476.830000,0.000000,205057.450701754386
202411,106073,Kiewit Infrastructure Engineers,1.1.3.2.1.1.4,"POC Design Plans - Pier Protection",79713.790000,0.000000,,79713.790000,0.000000,
202411,106073,Kiewit Infrastructure Engineers,1.1.3.2.1.1.5,"Vessel Collisision Risk Analysis",27594.080000,0.000000,,27594.080000,0.000000,
202411,106073,Kiewit Infrastructure Engineers,1.1.3.2.1.1.6,"Wind Assessment",49268.100000,0.000000,,49268.100000,0.000000,
202411,106073,Kiewit Infrastructure Engineers,1.1.3.2.1.1.7,"Shared Use Path Study",154696.770000,0.000000,17950.590000,154696.770000,0.000000,-2573.125932203390
202411,106073,Kiewit Infrastructure Engineers,1.1.3.2.1.1.8,"Main Span Layout Evaluation - Systra/IBT",,70119.960000,70119.960000,0.000000,0.000000,
202411,106073,Kiewit Infrastructure Engineers,1.1.3.3,"GZA",502798.210000,163568.530000,293243.030000,502798.210000,0.000000,727299.654843323965
202411,106073,Kiewit Infrastructure Engineers,1.1.3.3.1,"Work Order #2 - Proof of Concept - Preli",502798.210000,163568.530000,293243.030000,502798.210000,0.000000,727299.654843323965
202411,106073,Kiewit Infrastructure Engineers,1.1.3.3.1.1,"Geotechnical",502798.210000,163568.530000,293243.030000,502798.210000,0.000000,727299.654843323965
202411,106073,Kiewit Infrastructure Engineers,1.1.3.3.1.1.1,"Foundation Type Study",52432.350000,25728.400000,49851.500000,136403.280000,-83970.930000,76637.318290598291
202411,106073,Kiewit Infrastructure Engineers,1.1.3.3.1.1.2,"Geotechnical Reports",251912.790000,22563.400000,44298.570000,0.000000,251912.790000,2461031.666666666667
202411,106073,Kiewit Infrastructure Engineers,1.1.3.3.1.1.3,"Field Investigation Plans (Geotechnical",147981.410000,95735.510000,139386.430000,231952.340000,-83970.930000,16951.999285714286
202411,106073,Kiewit Infrastructure Engineers,1.1.3.3.1.1.4,"Pile Load Testing Report",50471.660000,19541.220000,59706.530000,134442.590000,-83970.930000,14823.735000000000
202411,106073,Kiewit Infrastructure Engineers,1.1.3.3.1.1.5,"Main Span Layout Evaluation - GZA",,,,,0.000000,
202411,106073,Kiewit Infrastructure Engineers,1.1.3.4,"RWDI",271960.560000,33040.890000,62405.110000,272232.010000,-271.450000,-74120.549682539683
202411,106073,Kiewit Infrastructure Engineers,1.1.3.4.1,"Work Order #2 - Proof of Concept - Preli",271960.560000,33040.890000,62405.110000,272232.010000,-271.450000,-74120.549682539683
202411,106073,Kiewit Infrastructure Engineers,1.1.3.4.1.1,"Structural",271960.560000,33040.890000,62405.110000,272232.010000,-271.450000,-74120.549682539683
202411,106073,Kiewit Infrastructure Engineers,1.1.3.4.1.1.1,"Wind Assessment",271960.560000,32769.440000,62133.660000,271960.560000,0.000000,-74710.845714285714
202411,106073,Kiewit Infrastructure Engineers,1.1.3.4.1.1.2,"Main Span Layout Evaluation - RWDI",,271.450000,271.450000,271.450000,-271.450000,
202411,106073,Kiewit Infrastructure Engineers,1.1.3.5,"BAIRD",489005.160000,135386.670000,213578.600000,489005.160000,0.000000,30039.565918869263
202411,106073,Kiewit Infrastructure Engineers,1.1.3.5.1,"Work Order #2 - Proof of Concept - Preli",489005.160000,135386.670000,213578.600000,489005.160000,0.000000,30039.565918869263
202411,106073,Kiewit Infrastructure Engineers,1.1.3.5.1.1,"Structural",148463.840000,85010.270000,125568.410000,148463.840000,0.000000,626649.801975308642
202411,106073,Kiewit Infrastructure Engineers,1.1.3.5.1.1.1,"Vessel Collisision Risk Analysis",148463.840000,58018.410000,98576.550000,148463.840000,0.000000,460033.382222222222
202411,106073,Kiewit Infrastructure Engineers,1.1.3.5.1.1.2,"Main Span Layout Evaluation - Baird",,26991.860000,26991.860000,0.000000,0.000000,
202411,106073,Kiewit Infrastructure Engineers,1.1.3.5.1.2,"Hydraulics and Hydrology (H&H)",340541.320000,50376.400000,88010.190000,340541.320000,0.000000,-171372.611049897069
202411,106073,Kiewit Infrastructure Engineers,1.1.3.5.1.2.1,"Draft H&H Report",200163.430000,33529.900000,68360.430000,200163.430000,0.000000,-88645.599657422512
202411,106073,Kiewit Infrastructure Engineers,1.1.3.5.1.2.2,"Draft Scour Analysis Report",140377.890000,16846.500000,19649.760000,140377.890000,0.000000,-89734.178659793814
202411,106073,Kiewit Infrastructure Engineers,1.1.3.6,"DONALD MACDONALD",202731.200000,59354.600000,70099.600000,202731.200000,0.000000,118826.598165137615
202411,106073,Kiewit Infrastructure Engineers,1.1.3.6.1,"Work Order #2 - Proof of Concept - Preli",202731.200000,59354.600000,70099.600000,202731.200000,0.000000,118826.598165137615
202411,106073,Kiewit Infrastructure Engineers,1.1.3.6.1.1,"Aesthetics",202731.200000,59354.600000,70099.600000,202731.200000,0.000000,118826.598165137615
202411,106073,Kiewit Infrastructure Engineers,1.1.3.6.1.1.1,"Draft Visual Quality Plan",101365.600000,59231.400000,69976.400000,101365.600000,0.000000,219627.060550458716
202411,106073,Kiewit Infrastructure Engineers,1.1.3.6.1.1.2,"2D and 3D Visualizations and Renderings",101365.600000,123.200000,123.200000,101365.600000,0.000000,-100800.462385321101
202411,106073,Kiewit Infrastructure Engineers,1.1.3.6.1.1.3,"Main Span Layout Evaluation - DMD",,,,,0.000000,
202411,106073,Kiewit Infrastructure Engineers,1.1.3.7,"COWI",625974.510000,409095.340000,409095.340000,625974.510000,0.000000,1730402.583749280004
202411,106073,Kiewit Infrastructure Engineers,1.1.3.7.1,"Work Order #2 - Proof of Concept - Preli",625974.510000,409095.340000,409095.340000,625974.510000,0.000000,1730402.583749280004
202411,106073,Kiewit Infrastructure Engineers,1.1.3.7.1.1,"Structural",625974.510000,409095.340000,409095.340000,625974.510000,0.000000,1730402.583749280004
202411,106073,Kiewit Infrastructure Engineers,1.1.3.7.1.1.1,"POC Design Plans - Pier Protection",361557.210000,409095.340000,409095.340000,361557.210000,0.000000,1725663.912448979592
202411,106073,Kiewit Infrastructure Engineers,1.1.3.7.1.1.2,"Vessel Collisision Risk Analysis",264417.300000,0.000000,,264417.300000,0.000000,
202411,106073,Kiewit Infrastructure Engineers,1.1.3.7.1.1.3,"Main Span Layout Evaluation - COWI",,,,,0.000000,
202411,106073,Kiewit Infrastructure Engineers,1.1.4,"Work Order #4 - Precon Field Work",711461.300000,4666.620000,4666.620000,711461.300000,0.000000,
202411,106073,Kiewit Infrastructure Engineers,1.1.4.1,"Kiewit Engineering",241943.520000,4666.620000,4666.620000,241943.520000,0.000000,
202411,106073,Kiewit Infrastructure Engineers,1.1.4.1.1,"KIE - Bathymetric Survey - WO#4.05",25703.440000,274.510000,274.510000,25703.440000,0.000000,
202411,106073,Kiewit Infrastructure Engineers,1.1.4.1.2,"KIE - Design Survey - WO#4.01",212363.200000,4392.110000,4392.110000,212363.200000,0.000000,
202411,106073,Kiewit Infrastructure Engineers,1.1.4.1.3,"KIE - Subsurface Utility Investigation -",3876.880000,,,3876.880000,0.000000,
202411,106073,Kiewit Infrastructure Engineers,1.1.4.2,"Seismic Surveys, LLC",0.000000,,,0.000000,0.000000,
202411,106073,Kiewit Infrastructure Engineers,1.1.4.2.1,"Seismic Survey Vibration Analysis",0.000000,,,0.000000,0.000000,
202411,106073,Kiewit Infrastructure Engineers,1.1.4.3,"Survey and Mapping (SAM Inc)",469517.780000,,,469517.780000,0.000000,
